Date,Customer_ID,Gender,Age,Region,Product,Quantity,Sales,Profit
2024-02-25,CUST0360,Female,18,Central,Tablet,3.0,69336.0,14685.0
2024-08-01,CUST0361,Male,50,East,Scanner,12.0,166392.0,18632.0
2024-11-25,CUST0362,Male,40,Central,Tablet,10.0,241310.0,43619.0
2024-07-24,CUST0363,Female,36,North,Microphone,6.0,47760.0,8882.0
2024-10-18,CUST0364,Male,64,Central,Laptop,11.0,630817.0,102944.0
2024-10-05,CUST0365,Female,18,North,Hard Drive,2.0,10342.0,
2024-08-02,CUST0366,Female,37,West,Smart Watch,7.0,78078.0,16634.0
2024-06-14,CUST0367,Male,33,North,Laptop,1.0,57246.0,8506.0
2024-05-15,CUST0368,Female,30,South,SSD,3.0,17958.0,
2024-09-18,CUST0369,Male,30,Central,Graphics Card,7.0,260393.0,40942.0
2024-09-26,CUST0370,Female,48,East,Smart Watch,6.0,86046.0,14424.0
2024-01-23,CUST0371,Female,43,North,Laptop,12.0,665532.0,141361.0
2024-06-02,CUST0372,Male,61,West,Graphics Card,1.0,36678.0,6806.0
2024-03-21,CUST0373,Female,32,South,Smartphone,9.0,277677.0,54841.0
2024-11-19,CUST0374,Female,52,East,Hard Drive,4.0,33840.0,4763.0
2024-08-16,CUST0375,Female,36,North,Speaker,6.0,45078.0,7108.0
2024-05-22,CUST0376,Male,22,West,UPS,7.0,63287.0,11594.0
2024-08-09,CUST0377,Female,38,East,Power Bank,6.0,3000.0,567.0
2024-03-03,CUST0378,Female,32,East,Speaker,12.0,92892.0,15787.0
2024-07-28,CUST0379,Male,55,West,Laptop,2.0,114080.0,
2024-09-07,CUST0380,Female,26,Central,UPS,7.0,63301.0,9825.0
2024-03-05,CUST0381,Male,57,West,UPS,4.0,32528.0,5997.0
2024-09-29,CUST0382,Male,59,Central,Keyboard,10.0,30800.0,3493.0
2024-01-07,CUST0383,Female,54,North,Power Bank,5.0,15110.0,2069.0
2024-08-04,CUST0384,Male,62,West,Laptop,11.0,602888.0,101365.0
2024-02-07,CUST0385,Female,23,Central,Mouse,10.0,6840.0,956.0
2024-05-18,CUST0386,Male,56,West,Printer,11.0,167783.0,34224.0
2024-03-23,CUST0387,Male,29,East,Camera,2.0,92854.0,10425.0
2024-10-07,CUST0388,Female,54,South,Webcam,12.0,60840.0,9008.0
2024-11-02,CUST0389,Male,51,Central,Webcam,10.0,51660.0,9760.0
2024-08-24,CUST0390,Female,55,North,Smart Watch,9.0,112716.0,14477.0
2024-07-14,CUST0391,Female,65,North,Microphone,8.0,37672.0,8271.0
2024-12-08,CUST0392,Male,53,East,Graphics Card,3.0,114942.0,19544.0
2024-03-02,CUST0393,Female,31,South,UPS,12.0,134268.0,23377.0
2024-07-19,CUST0394,Male,39,Central,Keyboard,2.0,2884.0,369.0
2024-09-19,CUST0395,Male,22,Central,Power Bank,3.0,4758.0,966.0
2024-03-10,CUST0396,Female,58,South,Monitor,9.0,176751.0,23915.0
2024-07-15,CUST0397,Female,49,North,Scanner,5.0,76310.0,16257.0
2024-01-10,CUST0398,Male,46,East,Camera,1.0,47349.0,7630.0
2024-03-15,CUST0399,Male,35,East,Speaker,1.0,8589.0,1340.0
2024-01-20,CUST0400,Male,42,South,Microphone,6.0,27516.0,4515.0
2024-04-06,CUST0401,Female,64,East,Power Bank,1.0,4254.0,526.0
2024-11-14,CUST0402,Female,26,North,Tablet,5.0,120175.0,16617.0
2024-10-28,CUST0403,Male,62,Central,Scanner,9.0,125118.0,24753.0
2024-10-27,CUST0404,Male,56,East,UPS,,59955.0,6757.0
2024-07-19,CUST0405,Female,63,East,Keyboard,10.0,39330.0,5709.0
2024-07-06,CUST0406,Male,59,Central,Graphics Card,11.0,433972.0,54737.0
2024-03-21,CUST0407,Female,64,Central,Hard Drive,10.0,53580.0,5649.0
2024-09-22,CUST0408,Female,20,West,Power Bank,1.0,1584.0,191.0
2024-09-26,CUST0409,Female,44,West,Microphone,1.0,,961.0
2024-11-05,CUST0410,Female,25,North,Hard Drive,6.0,40230.0,8300.0
2024-12-29,CUST0411,Female,27,East,Smartphone,1.0,31776.0,6759.0
2024-04-25,CUST0412,Male,63,South,Power Bank,6.0,18684.0,1977.0
2024-08-14,CUST0413,Female,46,East,Smartphone,10.0,324700.0,52019.0
2024-04-22,CUST0414,Female,40,West,Mouse,5.0,15505.0,2619.0
2024-12-02,CUST0415,Female,24,South,Graphics Card,11.0,419683.0,53407.0
2024-09-02,CUST0416,Female,31,East,Microphone,7.0,59430.0,8424.0
2024-01-19,CUST0417,Male,31,West,Projector,12.0,488292.0,72843.0
2024-12-24,CUST0418,Female,42,Central,Smartphone,2.0,58640.0,10339.0
2024-07-21,CUST0419,Female,49,North,Webcam,8.0,42728.0,6002.0
2024-09-26,CUST0420,Female,19,South,Smartphone,8.0,252384.0,51829.0
2024-01-29,CUST0421,Female,54,South,SSD,10.0,57070.0,11071.0
2024-06-01,CUST0422,Female,27,North,Mouse,7.0,9212.0,1158.0
2024-10-30,CUST0423,Female,64,East,Projector,2.0,77950.0,9073.0
2024-11-16,CUST0424,Female,60,Central,Scanner,2.0,27198.0,4845.0
2024-07-19,CUST0425,Male,60,East,Printer,2.0,27522.0,5231.0
2024-08-21,CUST0426,Male,48,Central,Scanner,4.0,53916.0,6198.0
2024-10-27,CUST0427,Male,34,East,Tablet,2.0,45676.0,4885.0
2024-07-28,CUST0428,Male,38,East,Tablet,9.0,208224.0,35289.0
2024-06-26,CUST0429,Female,58,West,Smartphone,6.0,171978.0,34221.0
2024-05-19,CUST0430,Male,57,Central,Speaker,10.0,97140.0,12752.0
2024-11-07,CUST0431,Male,24,West,Graphics Card,7.0,263536.0,37410.0
2024-07-04,CUST0432,Male,61,Central,Keyboard,12.0,19800.0,3045.0
2024-12-30,CUST0433,Male,34,West,Graphics Card,2.0,74222.0,11994.0
2024-02-01,CUST0434,Female,41,Central,Webcam,11.0,47971.0,9135.0
2024-04-12,CUST0435,Female,29,West,Scanner,12.0,174120.0,32454.0
2024-05-17,CUST0436,Female,30,West,Smart Watch,3.0,33285.0,5299.0
2024-04-29,CUST0437,Male,55,Central,Scanner,2.0,26764.0,3955.0
2024-07-05,CUST0438,Male,28,North,Hard Drive,7.0,39200.0,8433.0
2024-11-12,CUST0439,Female,36,South,Monitor,6.0,122778.0,23107.0
2024-04-18,CUST0440,Female,64,Central,Microphone,9.0,50571.0,10312.0
2024-07-17,CUST0441,Male,30,North,Router,8.0,36672.0,4076.0
2024-08-16,CUST0442,Female,37,East,Smartphone,,184452.0,25661.0
2024-11-13,CUST0443,Male,34,East,Printer,6.0,83538.0,10517.0
2024-09-22,CUST0444,Male,34,East,Power Bank,6.0,23694.0,3978.0
2024-11-16,CUST0445,Female,63,South,SSD,6.0,47292.0,
2024-05-12,CUST0446,Female,34,North,SSD,10.0,72340.0,9687.0
2024-04-21,CUST0447,Female,54,West,Microphone,4.0,25012.0,2604.0
2024-04-08,CUST0448,Male,55,South,Webcam,5.0,,1958.0
2024-11-12,CUST0449,Male,51,West,UPS,1.0,9605.0,1457.0
2024-12-14,CUST0450,Female,27,South,Monitor,6.0,100686.0,21834.0
2024-02-27,CUST0451,Male,48,North,UPS,3.0,31473.0,3223.0
2024-08-12,CUST0452,Female,44,East,Smartphone,6.0,182076.0,29587.0
2024-12-24,CUST0453,Female,25,West,Mouse,11.0,38764.0,8167.0
2024-10-29,CUST0454,Female,65,Central,Laptop,12.0,647520.0,94776.0
2024-01-15,CUST0455,Male,42,East,Microphone,10.0,61580.0,7540.0
2024-04-26,CUST0456,Male,65,West,Mouse,1.0,737.0,105.0
2024-09-27,CUST0457,Female,37,North,Graphics Card,,,83261.0
2024-03-27,CUST0458,Female,60,East,Mouse,4.0,11808.0,1897.0
2024-03-28,CUST0459,Male,65,North,Camera,,134718.0,26772.0
2024-05-16,CUST0460,Female,62,East,Smart Watch,9.0,114597.0,24718.0
2024-09-28,CUST0461,Male,43,West,Smartphone,9.0,289494.0,31575.0
2024-04-24,CUST0462,Male,52,South,Tablet,1.0,21355.0,4011.0
2024-05-10,CUST0463,Female,41,East,UPS,5.0,56030.0,10886.0
2024-04-16,CUST0464,Male,38,South,Keyboard,7.0,27293.0,3975.0
2024-06-19,CUST0465,Female,21,Central,Smartphone,11.0,326194.0,
2024-07-04,CUST0466,Female,64,West,Scanner,12.0,162024.0,33842.0
2024-03-24,CUST0467,Female,24,Central,Speaker,5.0,37025.0,7618.0
2024-12-04,CUST0468,Male,61,West,Microphone,8.0,52232.0,8236.0
2024-10-29,CUST0469,Female,28,North,Graphics Card,12.0,445200.0,73837.0
2024-04-04,CUST0470,Female,34,East,Laptop,4.0,,39080.0
2024-06-28,CUST0471,Female,60,South,Smart Watch,2.0,24812.0,4202.0
2024-03-11,CUST0472,Female,64,South,Laptop,3.0,167094.0,34001.0
2024-01-06,CUST0473,Female,61,South,Power Bank,3.0,4989.0,663.0
2024-12-28,CUST0474,Female,53,East,Smart Watch,3.0,39213.0,6350.0
2024-02-18,CUST0475,Female,18,North,Speaker,9.0,92088.0,19474.0
2024-06-02,CUST0476,Female,58,South,Webcam,12.0,39792.0,4103.0
2024-02-22,CUST0477,Female,28,West,Keyboard,4.0,14520.0,2486.0
2024-04-08,CUST0478,Female,49,North,Speaker,7.0,71288.0,9325.0
2024-06-02,CUST0479,Male,57,North,Tablet,,134022.0,
2024-03-02,CUST0480,Male,23,West,Router,1.0,4498.0,569.0
2024-07-05,CUST0481,Male,30,West,Printer,2.0,27480.0,4412.0
2024-05-05,CUST0482,Female,53,Central,Hard Drive,2.0,12966.0,1624.0
2024-11-19,CUST0483,Male,18,South,SSD,7.0,60725.0,9525.0
2024-07-24,CUST0484,Female,51,Central,Keyboard,3.0,3987.0,573.0
2024-01-23,CUST0485,Female,30,West,Graphics Card,4.0,160164.0,29420.0
2024-12-26,CUST0486,Male,34,West,Router,11.0,,6162.0
2024-02-24,CUST0487,Female,43,Central,Smartphone,11.0,333509.0,40794.0
2024-01-10,CUST0488,Female,41,West,Graphics Card,1.0,39939.0,6548.0
2024-06-08,CUST0489,Female,60,West,Tablet,2.0,45834.0,8423.0
2024-12-19,CUST0490,Male,28,West,UPS,4.0,45612.0,9815.0
2024-03-11,CUST0491,Male,21,Central,Monitor,11.0,209165.0,39850.0
2024-01-04,CUST0492,Female,33,North,Projector,11.0,441133.0,83704.0
2024-05-28,CUST0493,Male,33,South,Hard Drive,5.0,38285.0,7766.0
2024-05-27,CUST0494,Female,41,Central,Router,12.0,83100.0,17802.0
2024-03-20,CUST0495,Female,35,South,Microphone,3.0,20070.0,3205.0
2024-05-04,CUST0496,Female,53,East,Power Bank,1.0,2066.0,287.0
2024-03-05,CUST0497,Male,18,North,Router,4.0,18512.0,2824.0
2024-03-25,CUST0498,Male,42,North,Monitor,8.0,162744.0,30460.0
2024-03-17,CUST0499,Male,61,East,Mouse,12.0,6000.0,716.0
2024-12-25,CUST0500,Female,51,South,Mouse,9.0,20754.0,3236.0
